,EdLevel,Country,YearsCodePro,Salary
1569,Bachelor’s degree,Germany,20.0,75669.0
1571,Bachelor’s degree,Spain,3.0,30267.0
1572,Master’s degree,France,4.0,41077.0
1573,Less than a Bachelors,Brazil,6.0,26796.0
1586,Master’s degree,Canada,6.0,96808.0
1587,Less than a Bachelors,Switzerland,4.0,67092.0
1588,Bachelor’s degree,United States of America,4.0,76000.0
1593,Bachelor’s degree,Australia,1.0,40086.0
1594,Bachelor’s degree,United States of America,34.0,112000.0
1599,Bachelor’s degree,United States of America,28.0,170000.0
1602,Master’s degree,France,2.0,37834.0
1605,Bachelor’s degree,United States of America,6.0,60000.0
1607,Bachelor’s degree,France,16.0,25428.0
1608,Master’s degree,Netherlands,21.0,81074.0
1611,Bachelor’s degree,India,4.0,12230.0
1614,Bachelor’s degree,United States of America,8.0,150000.0
1615,Bachelor’s degree,India,8.0,36300.0
1619,Master’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,77556.0
1620,Master’s degree,Germany,3.0,40212.0
1627,Less than a Bachelors,Italy,22.0,23352.0
1628,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,11.0,77556.0
1629,Less than a Bachelors,Canada,20.0,56723.0
1631,Post grad,Canada,5.0,75631.0
1632,Master’s degree,United States of America,5.0,103000.0
1634,Master’s degree,United States of America,6.0,95000.0
1637,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,64630.0
1638,Bachelor’s degree,Brazil,5.0,82464.0
1639,Post grad,Germany,2.0,108098.0
1645,Less than a Bachelors,Canada,5.0,75631.0
1646,Bachelor’s degree,Germany,13.0,84316.0
1652,Master’s degree,Netherlands,2.0,60535.0
1654,Bachelor’s degree,India,6.0,37000.0
1657,Bachelor’s degree,United States of America,12.0,160000.0
1660,Master’s degree,Italy,3.0,23782.0
1664,Less than a Bachelors,Canada,5.0,86976.0
1674,Master’s degree,Germany,20.0,64859.0
1675,Bachelor’s degree,India,4.0,33504.0
1678,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,193889.0
1680,Less than a Bachelors,Germany,6.0,67021.0
1682,Bachelor’s degree,United States of America,2.0,86000.0
1683,Post grad,United States of America,18.0,193052.0
1684,Master’s degree,France,5.0,42158.0
1685,Less than a Bachelors,Canada,5.0,60505.0
1687,Bachelor’s degree,United States of America,4.0,132000.0
1688,Bachelor’s degree,Canada,8.0,73741.0
1689,Bachelor’s degree,Germany,8.0,62697.0
1690,Less than a Bachelors,Brazil,11.0,65976.0
1691,Bachelor’s degree,Brazil,2.0,27492.0
1693,Master’s degree,Spain,7.0,37834.0
1698,Bachelor’s degree,United States of America,16.0,148000.0
1699,Bachelor’s degree,United States of America,20.0,135000.0
1700,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,9.0,51704.0
1701,Post grad,France,8.0,43239.0
1704,Bachelor’s degree,France,4.0,24696.0
1707,Bachelor’s degree,United States of America,2.0,179000.0
1709,Bachelor’s degree,Israel,15.0,157596.0
1710,Master’s degree,Netherlands,8.0,108098.0
1711,Master’s degree,Poland,6.0,45564.0
1717,Less than a Bachelors,Poland,3.0,24300.0
1720,Bachelor’s degree,Italy,13.0,54049.0
1722,Less than a Bachelors,Netherlands,2.0,38778.0
1723,Master’s degree,United States of America,4.0,130000.0
1726,Bachelor’s degree,United States of America,2.0,70000.0
1729,Master’s degree,Italy,10.0,54049.0
1732,Master’s degree,Germany,24.0,129718.0
1734,Master’s degree,India,12.0,23735.0
1735,Bachelor’s degree,Germany,4.0,62268.0
1736,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,10.0,51704.0
1737,Bachelor’s degree,United States of America,13.0,135000.0
1738,Bachelor’s degree,India,2.0,23735.0
1746,Bachelor’s degree,India,2.0,18848.0
1751,Master’s degree,France,11.0,99450.0
1752,Master’s degree,United States of America,8.0,72000.0
1760,Bachelor’s degree,Canada,10.0,56723.0
1762,Less than a Bachelors,Germany,5.0,55776.0
1763,Less than a Bachelors,Spain,13.0,97288.0
1770,Bachelor’s degree,United States of America,9.0,70000.0
1771,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,10.0,103408.0
1772,Bachelor’s degree,United States of America,4.0,140000.0
1774,Less than a Bachelors,Canada,10.0,50673.0
1778,Less than a Bachelors,Australia,0.5,60132.0
1779,Bachelor’s degree,Netherlands,9.0,82155.0
1781,Bachelor’s degree,Turkey,1.0,27612.0
1782,Master’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,96945.0
1783,Bachelor’s degree,Canada,10.0,121010.0
1784,Master’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,77556.0
1786,Less than a Bachelors,Canada,2.0,24200.0
1792,Bachelor’s degree,India,4.0,27923.0
1793,Master’s degree,France,1.0,45401.0
1796,Bachelor’s degree,Netherlands,11.0,65291.0
1805,Master’s degree,France,4.0,45401.0
1806,Master’s degree,Sweden,0.5,42960.0
1819,Bachelor’s degree,United States of America,1.0,61500.0
1822,Master’s degree,United Kingdom of Great Britain and Northern Ireland,11.0,64630.0
1824,Bachelor’s degree,Canada,5.0,56723.0
1826,Bachelor’s degree,Turkey,4.0,25644.0
1828,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,13.0,155111.0
1830,Bachelor’s degree,Spain,11.0,86478.0
1836,Post grad,Germany,3.0,75669.0
1837,Bachelor’s degree,United States of America,22.0,149000.0
1839,Bachelor’s degree,United States of America,5.0,150000.0
1843,Less than a Bachelors,Spain,13.0,75669.0
1845,Post grad,United States of America,2.0,83000.0
1846,Bachelor’s degree,Russian Federation,5.0,84924.0
1847,Bachelor’s degree,France,6.0,56211.0
1854,Bachelor’s degree,Israel,2.0,82308.0
1856,Master’s degree,Norway,7.0,118685.0
1866,Bachelor’s degree,India,10.0,62828.0
1868,Bachelor’s degree,Spain,6.0,28536.0
1870,Post grad,United States of America,6.0,125000.0
1872,Bachelor’s degree,United States of America,16.0,130000.0
1875,Master’s degree,Israel,15.0,164604.0
1880,Bachelor’s degree,United States of America,14.0,165000.0
1884,Master’s degree,United Kingdom of Great Britain and Northern Ireland,15.0,81433.0
1885,Master’s degree,Russian Federation,15.0,43404.0
1887,Bachelor’s degree,Germany,4.0,165000.0
1888,Post grad,Brazil,4.0,17868.0
1892,Master’s degree,United States of America,28.0,180000.0
1894,Less than a Bachelors,Poland,7.0,36450.0
1899,Less than a Bachelors,Germany,3.0,31908.0
1901,Less than a Bachelors,United States of America,4.0,65000.0
1902,Master’s degree,France,2.0,54049.0
1903,Master’s degree,Germany,7.0,75669.0
1909,Less than a Bachelors,United States of America,5.0,150000.0
1911,Bachelor’s degree,France,2.0,36753.0
1917,Master’s degree,United States of America,2.0,170000.0
1918,Bachelor’s degree,Israel,4.0,112068.0
1919,Master’s degree,India,13.0,38532.0
1932,Bachelor’s degree,India,11.0,41880.0
1933,Bachelor’s degree,India,6.0,16754.0
1939,Master’s degree,Poland,4.0,47076.0
1954,Master’s degree,France,21.0,64859.0
1956,Post grad,France,15.0,81074.0
1961,Master’s degree,France,3.0,48644.0
1965,Less than a Bachelors,Turkey,5.0,19728.0
1966,Master’s degree,United States of America,8.0,90000.0
1967,Bachelor’s degree,Italy,13.0,129718.0
1971,Master’s degree,Germany,9.0,94045.0
1973,Post grad,Italy,10.0,45401.0
1975,Bachelor’s degree,United States of America,4.0,91350.0
1984,Bachelor’s degree,India,5.0,10052.0
1985,Master’s degree,United Kingdom of Great Britain and Northern Ireland,12.0,52116.0
1991,Less than a Bachelors,India,8.0,27923.0
1992,Bachelor’s degree,Germany,0.5,56211.0
1999,Master’s degree,France,12.0,76750.0
2000,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,39553.0
2005,Master’s degree,United States of America,3.0,130000.0
2006,Master’s degree,Canada,46.0,98321.0
2008,Master’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,38778.0
2010,Master’s degree,France,7.0,54049.0
2012,Less than a Bachelors,United States of America,13.0,80000.0
2014,Less than a Bachelors,United States of America,6.0,89000.0
2015,Bachelor’s degree,United States of America,15.0,95000.0
2017,Bachelor’s degree,United States of America,24.0,177000.0
2020,Less than a Bachelors,Italy,2.0,18156.0
2022,Master’s degree,France,6.0,54049.0
2025,Less than a Bachelors,Canada,21.0,60505.0
2032,Bachelor’s degree,United States of America,20.0,100000.0
2034,Less than a Bachelors,Canada,8.0,60505.0
2036,Bachelor’s degree,United States of America,2.0,55000.0
2043,Master’s degree,France,0.5,41508.0
2047,Bachelor’s degree,United States of America,13.0,156000.0
2052,Less than a Bachelors,Germany,23.0,72636.0
2063,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,9.0,77556.0
2064,Bachelor’s degree,Netherlands,5.0,59454.0
2065,Master’s degree,Canada,1.0,51429.0
2066,Less than a Bachelors,United States of America,3.0,90000.0
2067,Master’s degree,France,6.0,43239.0
2071,Bachelor’s degree,United States of America,12.0,135000.0
2076,Bachelor’s degree,Canada,13.0,52942.0
2081,Post grad,United Kingdom of Great Britain and Northern Ireland,4.0,116333.0
2083,Post grad,United States of America,8.0,130000.0
2084,Bachelor’s degree,United States of America,20.0,194620.0
2085,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,20.0,142185.0
2087,Post grad,Russian Federation,22.0,51900.0
2092,Bachelor’s degree,France,15.0,45401.0
2094,Bachelor’s degree,Germany,7.0,97504.0
2097,Less than a Bachelors,Germany,5.0,63778.0
2101,Master’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,142185.0
2103,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,6.0,64630.0
2106,Master’s degree,Switzerland,15.0,152473.0
2107,Less than a Bachelors,Germany,12.0,49725.0
2114,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,60141.0
2116,Master’s degree,France,5.0,54049.0
2119,Less than a Bachelors,Poland,4.0,25824.0
2120,Bachelor’s degree,Germany,7.0,70264.0
2122,Bachelor’s degree,Spain,16.0,43239.0
2123,Bachelor’s degree,Canada,6.0,58236.0
2124,Master’s degree,Turkey,0.5,49308.0
2127,Bachelor’s degree,Israel,2.0,101568.0
2133,Master’s degree,Spain,4.0,25944.0
2134,Master’s degree,United States of America,25.0,129000.0
2135,Bachelor’s degree,United States of America,6.0,75000.0
2137,Bachelor’s degree,United States of America,35.0,115000.0
2139,Master’s degree,France,20.0,57072.0
2144,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,0.5,38778.0
2145,Post grad,United Kingdom of Great Britain and Northern Ireland,7.0,161574.0
2151,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,6.0,43948.0
2152,Bachelor’s degree,United States of America,9.0,105000.0
2153,Master’s degree,United States of America,20.0,130000.0
2154,Less than a Bachelors,Germany,6.0,39564.0
2155,Bachelor’s degree,Russian Federation,2.0,21516.0
2156,Bachelor’s degree,United States of America,3.0,66000.0
2158,Less than a Bachelors,United States of America,8.0,54000.0
2159,Bachelor’s degree,Canada,11.0,74497.0
2162,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,60752.0
2165,Bachelor’s degree,India,16.0,27923.0
2166,Bachelor’s degree,Spain,9.0,61616.0
2168,Master’s degree,France,22.0,86478.0
2171,Post grad,Australia,7.0,76831.0
2174,Less than a Bachelors,Germany,3.0,43239.0
2175,Bachelor’s degree,Israel,9.0,122580.0
2178,Bachelor’s degree,Canada,5.0,58236.0
2181,Bachelor’s degree,India,3.0,12564.0
2183,Bachelor’s degree,Canada,3.0,64287.0
2184,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,127967.0
2185,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,69800.0
2186,Bachelor’s degree,United States of America,3.0,120000.0
2187,Less than a Bachelors,Canada,16.0,69581.0
2188,Less than a Bachelors,United States of America,11.0,135000.0
2190,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,17.0,125382.0
2191,Bachelor’s degree,Germany,3.0,67452.0
2197,Less than a Bachelors,United States of America,20.0,165000.0
2199,Master’s degree,Canada,20.0,77900.0
2201,Less than a Bachelors,India,8.0,16754.0
2203,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,77556.0
2204,Master’s degree,United States of America,9.0,130000.0
2206,Bachelor’s degree,United States of America,20.0,70000.0
2207,Bachelor’s degree,United States of America,2.0,65000.0
2212,Post grad,Spain,7.0,28105.0
2220,Bachelor’s degree,Canada,16.0,121010.0
2222,Bachelor’s degree,Brazil,8.0,41232.0
2223,Post grad,France,20.0,64859.0
2224,Bachelor’s degree,Germany,7.0,77831.0
2228,Bachelor’s degree,United States of America,4.0,60000.0
2232,Master’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,49119.0
2233,Bachelor’s degree,India,5.0,11169.0
2236,Bachelor’s degree,United States of America,0.5,73000.0
2238,Master’s degree,United Kingdom of Great Britain and Northern Ireland,16.0,58167.0
2239,Master’s degree,Canada,2.0,45379.0
2244,Master’s degree,Germany,11.0,108098.0
2245,Master’s degree,United States of America,9.0,86000.0
2246,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,17.0,93067.0
2247,Bachelor’s degree,United States of America,15.0,165000.0
2248,Master’s degree,United States of America,13.0,53000.0
2251,Less than a Bachelors,Russian Federation,6.0,24540.0
2255,Bachelor’s degree,India,14.0,83770.0
2256,Bachelor’s degree,Brazil,4.0,27492.0
2258,Bachelor’s degree,India,3.0,10792.0
2260,Master’s degree,India,19.0,60300.0
2262,Post grad,Brazil,4.0,27492.0
2269,Bachelor’s degree,United States of America,7.0,100000.0
2271,Bachelor’s degree,Switzerland,4.0,109781.0
2272,Master’s degree,Spain,2.0,25944.0
2278,Bachelor’s degree,United States of America,32.0,165000.0
2284,Less than a Bachelors,United States of America,10.0,140000.0
2290,Bachelor’s degree,Switzerland,32.0,96566.0
2292,Less than a Bachelors,Brazil,5.0,13973.0
2295,Bachelor’s degree,India,8.0,38129.0
2296,Bachelor’s degree,United States of America,1.0,60000.0
2302,Post grad,Canada,14.0,83194.0
2305,Master’s degree,Germany,25.0,77544.0
2307,Less than a Bachelors,United States of America,23.0,110000.0
2312,Bachelor’s degree,United States of America,12.0,180000.0
2313,Master’s degree,India,2.0,12566.0
2319,Bachelor’s degree,Canada,6.0,56723.0
2320,Bachelor’s degree,United States of America,5.0,24000.0
2321,Master’s degree,United Kingdom of Great Britain and Northern Ireland,12.0,116301.0
2322,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,10.0,129250.0
2329,Less than a Bachelors,United States of America,0.5,56400.0
2330,Bachelor’s degree,Brazil,20.0,62994.0
2331,Master’s degree,Germany,0.5,51887.0
2335,Bachelor’s degree,United States of America,5.0,50000.0
2337,Bachelor’s degree,United States of America,2.0,145000.0
2338,Bachelor’s degree,Netherlands,36.0,64859.0
2339,Master’s degree,Sweden,20.0,55224.0
2342,Less than a Bachelors,United States of America,6.0,141000.0
2356,Bachelor’s degree,United States of America,7.0,102974.0
2359,Master’s degree,Germany,6.0,70044.0
2360,Master’s degree,Germany,4.0,73511.0
2361,Less than a Bachelors,Netherlands,4.0,29832.0
2363,Master’s degree,France,4.0,48644.0
2365,Post grad,Netherlands,4.0,37834.0
2366,Master’s degree,France,2.0,48644.0
2369,Bachelor’s degree,Russian Federation,6.0,16980.0
2371,Less than a Bachelors,Italy,30.0,54049.0
2374,Bachelor’s degree,United States of America,35.0,175000.0
2375,Bachelor’s degree,United States of America,23.0,171000.0
2379,Post grad,United States of America,1.0,64000.0
2382,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,14.0,104700.0
2385,Less than a Bachelors,Germany,6.0,25944.0
2389,Bachelor’s degree,Canada,13.0,73362.0
2393,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,90482.0
2394,Less than a Bachelors,Russian Federation,10.0,35550.0
2397,Master’s degree,United States of America,6.0,200000.0
2398,Bachelor’s degree,Germany,13.0,70264.0
2402,Bachelor’s degree,United States of America,10.0,200000.0
2404,Bachelor’s degree,India,5.0,28622.0
2406,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,48472.0
2411,Bachelor’s degree,United States of America,3.0,122000.0
2412,Bachelor’s degree,India,3.0,25131.0
2413,Bachelor’s degree,United States of America,15.0,89000.0
